sequence_name	target_start	target_end	amplicon_name	fprimer_start	fprimer_end	fprimer_name	rprimer_start	rprimer_end	rprimer_name	forward_sequence	reverse_sequence
NC_045512.2	22986	23214	QIAseq_171_LEFT|QIAseq_171_RIGHT	22986	23008	QIAseq_171_LEFT	23192	23214	QIAseq_171_RIGHT		
NC_045512.2	23122	23352	QIAseq_172_LEFT|QIAseq_172_RIGHT	23122	23144	QIAseq_172_LEFT	23329	23352	QIAseq_172_RIGHT		
NC_045512.2	23257	23479	QIAseq_173_LEFT|QIAseq_173_RIGHT	23257	23279	QIAseq_173_LEFT	23455	23479	QIAseq_173_RIGHT		
NC_045512.2	23371	23595	QIAseq_174_LEFT|QIAseq_174_RIGHT	23371	23394	QIAseq_174_LEFT	23571	23595	QIAseq_174_RIGHT		
NC_045512.2	23496	23752	QIAseq_175_LEFT|QIAseq_175_RIGHT	23496	23518	QIAseq_175_LEFT	23728	23752	QIAseq_175_RIGHT		
NC_045512.2	23640	23875	QIAseq_176_LEFT|QIAseq_176_RIGHT	23640	23663	QIAseq_176_LEFT	23851	23875	QIAseq_176_RIGHT		
NC_045512.2	23640	23888	QIAseq_176_LEFT|QIAseq_176-2_RIGHT	23640	23663	QIAseq_176_LEFT	23861	23888	QIAseq_176-2_RIGHT		
NC_045512.2	23788	24002	QIAseq_177_LEFT|QIAseq_177_RIGHT	23788	23811	QIAseq_177_LEFT	23979	24002	QIAseq_177_RIGHT		
NC_045512.2	23891	24134	QIAseq_178_LEFT|QIAseq_178_RIGHT	23891	23913	QIAseq_178_LEFT	24112	24134	QIAseq_178_RIGHT		
NC_045512.2	24023	24256	QIAseq_179-2_LEFT|QIAseq_179-2_RIGHT	24023	24048	QIAseq_179-2_LEFT	24232	24256	QIAseq_179-2_RIGHT		
NC_045512.2	24023	24280	QIAseq_179-2_LEFT|QIAseq_179_RIGHT	24023	24048	QIAseq_179-2_LEFT	24255	24280	QIAseq_179_RIGHT		
NC_045512.2	24023	24299	QIAseq_179-2_LEFT|QIAseq_179-3_RIGHT	24023	24048	QIAseq_179-2_LEFT	24269	24299	QIAseq_179-3_RIGHT		
NC_045512.2	24042	24256	QIAseq_179_LEFT|QIAseq_179-2_RIGHT	24042	24064	QIAseq_179_LEFT	24232	24256	QIAseq_179-2_RIGHT		
NC_045512.2	24042	24280	QIAseq_179_LEFT|QIAseq_179_RIGHT	24042	24064	QIAseq_179_LEFT	24255	24280	QIAseq_179_RIGHT		
NC_045512.2	24042	24299	QIAseq_179_LEFT|QIAseq_179-3_RIGHT	24042	24064	QIAseq_179_LEFT	24269	24299	QIAseq_179-3_RIGHT		
NC_045512.2	24068	24256	QIAseq_179-3_LEFT|QIAseq_179-2_RIGHT	24068	24093	QIAseq_179-3_LEFT	24232	24256	QIAseq_179-2_RIGHT		
NC_045512.2	24068	24280	QIAseq_179-3_LEFT|QIAseq_179_RIGHT	24068	24093	QIAseq_179-3_LEFT	24255	24280	QIAseq_179_RIGHT		
NC_045512.2	24068	24299	QIAseq_179-3_LEFT|QIAseq_179-3_RIGHT	24068	24093	QIAseq_179-3_LEFT	24269	24299	QIAseq_179-3_RIGHT		
NC_045512.2	24186	24397	QIAseq_180_LEFT|QIAseq_180_RIGHT	24186	24208	QIAseq_180_LEFT	24375	24397	QIAseq_180_RIGHT		
NC_045512.2	24314	24529	QIAseq_181_LEFT|QIAseq_181_RIGHT	24314	24339	QIAseq_181_LEFT	24507	24529	QIAseq_181_RIGHT		
NC_045512.2	24415	24670	QIAseq_182_LEFT|QIAseq_182_RIGHT	24415	24439	QIAseq_182_LEFT	24647	24670	QIAseq_182_RIGHT		
NC_045512.2	24545	24811	QIAseq_183_LEFT|QIAseq_183_RIGHT	24545	24567	QIAseq_183_LEFT	24789	24811	QIAseq_183_RIGHT		
NC_045512.2	24715	24948	QIAseq_184_LEFT|QIAseq_184_RIGHT	24715	24737	QIAseq_184_LEFT	24924	24948	QIAseq_184_RIGHT		
NC_045512.2	24818	25083	QIAseq_185_LEFT|QIAseq_185_RIGHT	24818	24840	QIAseq_185_LEFT	25060	25083	QIAseq_185_RIGHT		
NC_045512.2	24970	25222	QIAseq_186-2_LEFT|QIAseq_186_RIGHT	24970	24998	QIAseq_186-2_LEFT	25198	25222	QIAseq_186_RIGHT		
NC_045512.2	24978	25222	QIAseq_186_LEFT|QIAseq_186_RIGHT	24978	25003	QIAseq_186_LEFT	25198	25222	QIAseq_186_RIGHT		
NC_045512.2	25105	25331	QIAseq_187_LEFT|QIAseq_187_RIGHT	25105	25127	QIAseq_187_LEFT	25309	25331	QIAseq_187_RIGHT		
NC_045512.2	25259	25493	QIAseq_188_LEFT|QIAseq_188_RIGHT	25259	25281	QIAseq_188_LEFT	25471	25493	QIAseq_188_RIGHT		
NC_045512.2	25384	25631	QIAseq_189_LEFT|QIAseq_189_RIGHT	25384	25414	QIAseq_189_LEFT	25609	25631	QIAseq_189_RIGHT		
NC_045512.2	25498	25738	QIAseq_190-2_LEFT|QIAseq_190-2_RIGHT	25498	25520	QIAseq_190-2_LEFT	25709	25738	QIAseq_190-2_RIGHT		
NC_045512.2	25498	25778	QIAseq_190-2_LEFT|QIAseq_190_RIGHT	25498	25520	QIAseq_190-2_LEFT	25751	25778	QIAseq_190_RIGHT		
NC_045512.2	25498	25791	QIAseq_190-2_LEFT|QIAseq_190-3_RIGHT	25498	25520	QIAseq_190-2_LEFT	25770	25791	QIAseq_190-3_RIGHT		
NC_045512.2	25521	25738	QIAseq_190_LEFT|QIAseq_190-2_RIGHT	25521	25543	QIAseq_190_LEFT	25709	25738	QIAseq_190-2_RIGHT		
NC_045512.2	25521	25778	QIAseq_190_LEFT|QIAseq_190_RIGHT	25521	25543	QIAseq_190_LEFT	25751	25778	QIAseq_190_RIGHT		
NC_045512.2	25521	25791	QIAseq_190_LEFT|QIAseq_190-3_RIGHT	25521	25543	QIAseq_190_LEFT	25770	25791	QIAseq_190-3_RIGHT		
NC_045512.2	25532	25738	QIAseq_190-3_LEFT|QIAseq_190-2_RIGHT	25532	25552	QIAseq_190-3_LEFT	25709	25738	QIAseq_190-2_RIGHT		
NC_045512.2	25532	25778	QIAseq_190-3_LEFT|QIAseq_190_RIGHT	25532	25552	QIAseq_190-3_LEFT	25751	25778	QIAseq_190_RIGHT		
NC_045512.2	25532	25791	QIAseq_190-3_LEFT|QIAseq_190-3_RIGHT	25532	25552	QIAseq_190-3_LEFT	25770	25791	QIAseq_190-3_RIGHT		
NC_045512.2	25665	25920	QIAseq_191_LEFT|QIAseq_191_RIGHT	25665	25687	QIAseq_191_LEFT	25898	25920	QIAseq_191_RIGHT		
NC_045512.2	25818	26050	QIAseq_192_LEFT|QIAseq_192_RIGHT	25818	25843	QIAseq_192_LEFT	26025	26050	QIAseq_192_RIGHT		
NC_045512.2	25926	26168	QIAseq_193_LEFT|QIAseq_193_RIGHT	25926	25952	QIAseq_193_LEFT	26145	26168	QIAseq_193_RIGHT		
NC_045512.2	26056	26318	QIAseq_194_LEFT|QIAseq_194_RIGHT	26056	26080	QIAseq_194_LEFT	26294	26318	QIAseq_194_RIGHT		
NC_045512.2	26195	26440	QIAseq_195_LEFT|QIAseq_195_RIGHT	26195	26217	QIAseq_195_LEFT	26413	26440	QIAseq_195_RIGHT		
NC_045512.2	26330	26587	QIAseq_196_LEFT|QIAseq_196_RIGHT	26330	26352	QIAseq_196_LEFT	26565	26587	QIAseq_196_RIGHT		
NC_045512.2	26454	26719	QIAseq_197_LEFT|QIAseq_197_RIGHT	26454	26479	QIAseq_197_LEFT	26694	26719	QIAseq_197_RIGHT		
NC_045512.2	26594	26838	QIAseq_198_LEFT|QIAseq_198_RIGHT	26594	26621	QIAseq_198_LEFT	26816	26838	QIAseq_198_RIGHT		
NC_045512.2	26747	26957	QIAseq_199_LEFT|QIAseq_199_RIGHT	26747	26769	QIAseq_199_LEFT	26935	26957	QIAseq_199_RIGHT		
NC_045512.2	26835	27113	QIAseq_200-2_LEFT|QIAseq_200_RIGHT	26835	26857	QIAseq_200-2_LEFT	27090	27113	QIAseq_200_RIGHT		
NC_045512.2	26839	27113	QIAseq_200_LEFT|QIAseq_200_RIGHT	26839	26861	QIAseq_200_LEFT	27090	27113	QIAseq_200_RIGHT		
NC_045512.2	26987	27226	QIAseq_201_LEFT|QIAseq_201_RIGHT	26987	27009	QIAseq_201_LEFT	27202	27226	QIAseq_201_RIGHT		
NC_045512.2	27130	27379	QIAseq_202-2_LEFT|QIAseq_202_RIGHT	27130	27160	QIAseq_202-2_LEFT	27356	27379	QIAseq_202_RIGHT		
NC_045512.2	27130	27395	QIAseq_202-2_LEFT|QIAseq_202-2_RIGHT	27130	27160	QIAseq_202-2_LEFT	27368	27395	QIAseq_202-2_RIGHT		
NC_045512.2	27147	27379	QIAseq_202_LEFT|QIAseq_202_RIGHT	27147	27170	QIAseq_202_LEFT	27356	27379	QIAseq_202_RIGHT		
NC_045512.2	27147	27395	QIAseq_202_LEFT|QIAseq_202-2_RIGHT	27147	27170	QIAseq_202_LEFT	27368	27395	QIAseq_202-2_RIGHT		
NC_045512.2	27167	27379	QIAseq_202-3_LEFT|QIAseq_202_RIGHT	27167	27194	QIAseq_202-3_LEFT	27356	27379	QIAseq_202_RIGHT		
NC_045512.2	27167	27395	QIAseq_202-3_LEFT|QIAseq_202-2_RIGHT	27167	27194	QIAseq_202-3_LEFT	27368	27395	QIAseq_202-2_RIGHT		
NC_045512.2	27256	27509	QIAseq_203_LEFT|QIAseq_203-2_RIGHT	27256	27283	QIAseq_203_LEFT	27484	27509	QIAseq_203-2_RIGHT		
NC_045512.2	27256	27520	QIAseq_203_LEFT|QIAseq_203_RIGHT	27256	27283	QIAseq_203_LEFT	27498	27520	QIAseq_203_RIGHT		
NC_045512.2	27256	27536	QIAseq_203_LEFT|QIAseq_203-3_RIGHT	27256	27283	QIAseq_203_LEFT	27513	27536	QIAseq_203-3_RIGHT		
NC_045512.2	27274	27509	QIAseq_203-2_LEFT|QIAseq_203-2_RIGHT	27274	27304	QIAseq_203-2_LEFT	27484	27509	QIAseq_203-2_RIGHT		
NC_045512.2	27274	27520	QIAseq_203-2_LEFT|QIAseq_203_RIGHT	27274	27304	QIAseq_203-2_LEFT	27498	27520	QIAseq_203_RIGHT		
NC_045512.2	27274	27536	QIAseq_203-2_LEFT|QIAseq_203-3_RIGHT	27274	27304	QIAseq_203-2_LEFT	27513	27536	QIAseq_203-3_RIGHT		
NC_045512.2	27409	27633	QIAseq_204_LEFT|QIAseq_204_RIGHT	27409	27431	QIAseq_204_LEFT	27611	27633	QIAseq_204_RIGHT		
NC_045512.2	27548	27766	QIAseq_205_LEFT|QIAseq_205_RIGHT	27548	27573	QIAseq_205_LEFT	27737	27766	QIAseq_205_RIGHT		
NC_045512.2	27647	27894	QIAseq_206_LEFT|QIAseq_206_RIGHT	27647	27671	QIAseq_206_LEFT	27872	27894	QIAseq_206_RIGHT		
NC_045512.2	27777	28007	QIAseq_207-2_LEFT|QIAseq_207_RIGHT	27777	27804	QIAseq_207-2_LEFT	27985	28007	QIAseq_207_RIGHT		
NC_045512.2	27785	28007	QIAseq_207_LEFT|QIAseq_207_RIGHT	27785	27809	QIAseq_207_LEFT	27985	28007	QIAseq_207_RIGHT		
NC_045512.2	27922	28139	QIAseq_208_LEFT|QIAseq_208_RIGHT	27922	27945	QIAseq_208_LEFT	28110	28139	QIAseq_208_RIGHT		
NC_045512.2	27922	28146	QIAseq_208_LEFT|QIAseq_208-2_RIGHT	27922	27945	QIAseq_208_LEFT	28115	28146	QIAseq_208-2_RIGHT		
NC_045512.2	28040	28249	QIAseq_209_LEFT|QIAseq_209_RIGHT	28040	28065	QIAseq_209_LEFT	28225	28249	QIAseq_209_RIGHT		
NC_045512.2	28176	28417	QIAseq_210_LEFT|QIAseq_210-2_RIGHT	28176	28198	QIAseq_210_LEFT	28395	28417	QIAseq_210-2_RIGHT		
NC_045512.2	28284	28548	QIAseq_211_LEFT|QIAseq_211_RIGHT	28284	28306	QIAseq_211_LEFT	28526	28548	QIAseq_211_RIGHT		
NC_045512.2	28441	28684	QIAseq_212_LEFT|QIAseq_212_RIGHT	28441	28463	QIAseq_212_LEFT	28662	28684	QIAseq_212_RIGHT		
NC_045512.2	28557	28805	QIAseq_213_LEFT|QIAseq_213_RIGHT	28557	28581	QIAseq_213_LEFT	28783	28805	QIAseq_213_RIGHT		
NC_045512.2	28697	28947	QIAseq_214_LEFT|QIAseq_214_RIGHT	28697	28719	QIAseq_214_LEFT	28925	28947	QIAseq_214_RIGHT		
NC_045512.2	28814	29033	QIAseq_215-2_LEFT|QIAseq_215-4_RIGHT	28814	28835	QIAseq_215-2_LEFT	29010	29033	QIAseq_215-4_RIGHT		
NC_045512.2	28814	29043	QIAseq_215-2_LEFT|QIAseq_215-3_RIGHT	28814	28835	QIAseq_215-2_LEFT	29022	29043	QIAseq_215-3_RIGHT		
NC_045512.2	28814	29058	QIAseq_215-2_LEFT|QIAseq_215_RIGHT	28814	28835	QIAseq_215-2_LEFT	29036	29058	QIAseq_215_RIGHT		
NC_045512.2	28814	29073	QIAseq_215-2_LEFT|QIAseq_215-2_RIGHT	28814	28835	QIAseq_215-2_LEFT	29050	29073	QIAseq_215-2_RIGHT		
NC_045512.2	28819	29033	QIAseq_215-3_LEFT|QIAseq_215-4_RIGHT	28819	28842	QIAseq_215-3_LEFT	29010	29033	QIAseq_215-4_RIGHT		
NC_045512.2	28819	29043	QIAseq_215-3_LEFT|QIAseq_215-3_RIGHT	28819	28842	QIAseq_215-3_LEFT	29022	29043	QIAseq_215-3_RIGHT		
NC_045512.2	28819	29058	QIAseq_215-3_LEFT|QIAseq_215_RIGHT	28819	28842	QIAseq_215-3_LEFT	29036	29058	QIAseq_215_RIGHT		
NC_045512.2	28819	29073	QIAseq_215-3_LEFT|QIAseq_215-2_RIGHT	28819	28842	QIAseq_215-3_LEFT	29050	29073	QIAseq_215-2_RIGHT		
NC_045512.2	28830	29033	QIAseq_215_LEFT|QIAseq_215-4_RIGHT	28830	28852	QIAseq_215_LEFT	29010	29033	QIAseq_215-4_RIGHT		
NC_045512.2	28830	29043	QIAseq_215_LEFT|QIAseq_215-3_RIGHT	28830	28852	QIAseq_215_LEFT	29022	29043	QIAseq_215-3_RIGHT		
NC_045512.2	28830	29058	QIAseq_215_LEFT|QIAseq_215_RIGHT	28830	28852	QIAseq_215_LEFT	29036	29058	QIAseq_215_RIGHT		
NC_045512.2	28830	29073	QIAseq_215_LEFT|QIAseq_215-2_RIGHT	28830	28852	QIAseq_215_LEFT	29050	29073	QIAseq_215-2_RIGHT		
NC_045512.2	28837	29033	QIAseq_215-4_LEFT|QIAseq_215-4_RIGHT	28837	28858	QIAseq_215-4_LEFT	29010	29033	QIAseq_215-4_RIGHT		
NC_045512.2	28837	29043	QIAseq_215-4_LEFT|QIAseq_215-3_RIGHT	28837	28858	QIAseq_215-4_LEFT	29022	29043	QIAseq_215-3_RIGHT		
NC_045512.2	28837	29058	QIAseq_215-4_LEFT|QIAseq_215_RIGHT	28837	28858	QIAseq_215-4_LEFT	29036	29058	QIAseq_215_RIGHT		
NC_045512.2	28837	29073	QIAseq_215-4_LEFT|QIAseq_215-2_RIGHT	28837	28858	QIAseq_215-4_LEFT	29050	29073	QIAseq_215-2_RIGHT		
NC_045512.2	28978	29187	QIAseq_216_LEFT|QIAseq_216_RIGHT	28978	29001	QIAseq_216_LEFT	29165	29187	QIAseq_216_RIGHT		
NC_045512.2	29081	29305	QIAseq_217_LEFT|QIAseq_217_RIGHT	29081	29103	QIAseq_217_LEFT	29279	29305	QIAseq_217_RIGHT		
NC_045512.2	29204	29426	QIAseq_218_LEFT|QIAseq_218_RIGHT	29204	29226	QIAseq_218_LEFT	29404	29426	QIAseq_218_RIGHT		
NC_045512.2	29337	29543	QIAseq_219_LEFT|QIAseq_219_RIGHT	29337	29363	QIAseq_219_LEFT	29521	29543	QIAseq_219_RIGHT		
NC_045512.2	29442	29693	QIAseq_220-2_LEFT|QIAseq_220_RIGHT	29442	29464	QIAseq_220-2_LEFT	29666	29693	QIAseq_220_RIGHT		
NC_045512.2	29442	29703	QIAseq_220-2_LEFT|QIAseq_220-2_RIGHT	29442	29464	QIAseq_220-2_LEFT	29674	29703	QIAseq_220-2_RIGHT		
NC_045512.2	29442	29716	QIAseq_220-2_LEFT|QIAseq_220-3_RIGHT	29442	29464	QIAseq_220-2_LEFT	29690	29716	QIAseq_220-3_RIGHT		
NC_045512.2	29456	29693	QIAseq_220_LEFT|QIAseq_220_RIGHT	29456	29478	QIAseq_220_LEFT	29666	29693	QIAseq_220_RIGHT		
NC_045512.2	29456	29703	QIAseq_220_LEFT|QIAseq_220-2_RIGHT	29456	29478	QIAseq_220_LEFT	29674	29703	QIAseq_220-2_RIGHT		
NC_045512.2	29456	29716	QIAseq_220_LEFT|QIAseq_220-3_RIGHT	29456	29478	QIAseq_220_LEFT	29690	29716	QIAseq_220-3_RIGHT		
NC_045512.2	29471	29693	QIAseq_220-3_LEFT|QIAseq_220_RIGHT	29471	29496	QIAseq_220-3_LEFT	29666	29693	QIAseq_220_RIGHT		
NC_045512.2	29471	29703	QIAseq_220-3_LEFT|QIAseq_220-2_RIGHT	29471	29496	QIAseq_220-3_LEFT	29674	29703	QIAseq_220-2_RIGHT		
NC_045512.2	29471	29716	QIAseq_220-3_LEFT|QIAseq_220-3_RIGHT	29471	29496	QIAseq_220-3_LEFT	29690	29716	QIAseq_220-3_RIGHT		
NC_045512.2	29591	29852	QIAseq_222_LEFT|QIAseq_222_RIGHT	29591	29619	QIAseq_222_LEFT	29824	29852	QIAseq_222_RIGHT		
NC_045512.2	29591	29863	QIAseq_222_LEFT|QIAseq_222-2_RIGHT	29591	29619	QIAseq_222_LEFT	29835	29863	QIAseq_222-2_RIGHT		
NC_045512.2	29618	29852	QIAseq_222-2_LEFT|QIAseq_222_RIGHT	29618	29645	QIAseq_222-2_LEFT	29824	29852	QIAseq_222_RIGHT		
NC_045512.2	29618	29863	QIAseq_222-2_LEFT|QIAseq_222-2_RIGHT	29618	29645	QIAseq_222-2_LEFT	29835	29863	QIAseq_222-2_RIGHT		
